epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6101804375648499,0.0010000000474974513,0.8174965381622314,0.70923912525177,0.5638192892074585
1,0.6748711466789246,0.0010000000474974513,0.6081017851829529,0.7210144996643066,0.5467045903205872
2,0.691108226776123,0.0010000000474974513,0.5791435837745667,0.70923912525177,0.5412557125091553
3,0.7065721750259399,0.0010000000474974513,0.5648013949394226,0.741847813129425,0.5182899236679077
4,0.7122422456741333,0.0010000000474974513,0.5497592687606812,0.758152186870575,0.4923096299171448
