epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9046630859375,0.0010000000474974513,0.26334965229034424,0.9563356041908264,0.12083296477794647
1,0.936279296875,0.0010000000474974513,0.1665467917919159,0.9691780805587769,0.09979546815156937
2,0.945068359375,0.0010000000474974513,0.1426948755979538,0.9726027250289917,0.08732552081346512
3,0.950927734375,0.0010000000474974513,0.13283085823059082,0.9734588861465454,0.07911065965890884
4,0.948486328125,0.0010000000474974513,0.13345786929130554,0.9743150472640991,0.08392297476530075
